<ID|readonly|noverify>;<English>;<Comments>
jp_destroyer_isuzu_1;▅ JDS Isuzu, Isuzu-class frigate;
jp_destroyer_isuzu_2;Isuzu-class frigate;
jp_escort_chikugo_class_shop;▅ JDS Chikugo (DE-215), Chikugo-class frigate;
jp_escort_chikugo_class_0;▅ JDS Chikugo (DE-215), Chikugo-class frigate;
jp_escort_chikugo_class_1;▅ JDS Chikugo, Chikugo-class frigate;
jp_escort_chikugo_class_2;Frigate;
jp_pc301_kari_class_shop;▅ JDS Kari (PC-301), Kari-class submarine chaser;
jp_pc301_kari_class_0;▅ JDS Kari (PC-301), Kari-class submarine chaser;
jp_pc301_kari_class_1;▅ JDS Kari, Kari-class submarine chaser;
jp_pc301_kari_class_2;Kari-class submarine chaser;
jp_type1_pt2_shop;▅ 2-Go (PT802), 1-Go-class torpedo boat;
jp_type1_pt2_0;▅ 2-Go (PT802), 1-Go-class torpedo boat;
jp_type1_pt2_1;▅ 2-Go, 1-Go-class torpedo boat;
jp_type1_pt2_2;1-Go-class torpedo boat;
jp_type7_pt808_shop;▅ 8-Go (PT808), 7-Go-class torpedo boat;
jp_type7_pt808_0;▅ 8-Go (PT808), 7-Go-class torpedo boat;
jp_type7_pt808_1;▅ 8-Go, 7-Go-class torpedo boat;
jp_type7_pt808_2;7-Go-class torpedo boat;
jp_type_11_pt_15_shop;▅ 15-Go (PT815), 11-Go-class torpedo boat;
jp_type_11_pt_15_0;▅ 15-Go (PT815), 11-Go-class torpedo boat;
jp_type_11_pt_15_1;▅ 15-Go, 11-Go-class torpedo boat;
jp_type_11_pt_15_2;11-Go-class torpedo boat;
jp_yuri_class_asagao_shop;▅ Asagao (YTE-01), Yuri-class training ship;
jp_yuri_class_asagao_0;▅ Asagao (YTE-01), Yuri-class training ship;
jp_yuri_class_asagao_1;▅ Asagao, Yuri-class training ship;
jp_yuri_class_asagao_2;Yuri-class training ship;
;;
Ships (Japan) [Other];;
unic_akagi;▅ Akagi, Akagi-class aircraft carrier;
unic_akagi_0;▅ Akagi, Akagi-class aircraft carrier;
unic_akagi_1;▅ Akagi, Akagi-class aircraft carrier;
unic_akagi_2;Akagi-class aircraft carrier;
ships/ijn_cv_akagi_0;▅ Akagi, Akagi-class aircraft carrier;
ships/ijn_cv_akagi_1;▅ Akagi, Akagi-class aircraft carrier;
ships/ijn_cv_akagi_2;Akagi-class aircraft carrier;
ships/ijn_cv_akagi_story_0;▅ Akagi, Akagi-class aircraft carrier;
ships/ijn_cv_akagi_story_1;▅ Akagi, Akagi-class aircraft carrier;
ships/ijn_cv_akagi_story_2;Akagi-class aircraft carrier;
unic_hiryu;▅ Hiryū, Hiryū-class aircraft carrier;
unic_hiryu_0;▅ Hiryū, Hiryū-class aircraft carrier;
unic_hiryu_1;▅ Hiryū, Hiryū-class aircraft carrier;
unic_hiryu_2;Hiryū-class aircraft carrier;
unic_kaga;▅ Kaga, Kaga-class aircraft carrier;
unic_kaga_0;▅ Kaga, Kaga-class aircraft carrier;
unic_kaga_1;▅ Kaga, Kaga-class aircraft carrier;
unic_kaga_2;Kaga-class aircraft carrier;
unic_shokaku;▅ Shōkaku, Shōkaku-class aircraft carrier;
unic_shokaku_0;▅ Shōkaku, Shōkaku-class aircraft carrier;
unic_shokaku_1;▅ Shōkaku, Shōkaku-class aircraft carrier;
unic_shokaku_2;Shōkaku-class aircraft carrier;
ships/jp_aircraftcarrier_shokaku_0;▅ Shōkaku, Shōkaku-class aircraft carrier;
ships/jp_aircraftcarrier_shokaku_1;▅ Shōkaku, Shōkaku-class aircraft carrier;
ships/jp_aircraftcarrier_shokaku_2;Shōkaku-class aircraft carrier;
jp_aircraftcarrier_shokaku_shop;▅ Shōkaku, Shōkaku-class aircraft carrier;
jp_aircraftcarrier_shokaku_0;▅ Shōkaku, Shōkaku-class aircraft carrier;
jp_aircraftcarrier_shokaku_1;▅ Shōkaku, Shōkaku-class aircraft carrier;
jp_aircraftcarrier_shokaku_2;Shōkaku-class aircraft carrier;
unic_zuikaku;▅ Zuikaku, Shōkaku-class aircraft carrier;
unic_zuikaku_0;▅ Zuikaku, Shōkaku-class aircraft carrier;
unic_zuikaku_1;▅ Zuikaku, Shōkaku-class aircraft carrier;
unic_zuikaku_2;Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_0;▅ Zuikaku, Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_1;▅ Zuikaku, Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_2;Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_story_0;▅ Zuikaku, Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_story_1;▅ Zuikaku, Shōkaku-class aircraft carrier;
ships/ijn_cv_zuikaku_story_2;Shōkaku-class aircraft carrier;
unic_soryu;▅ Sōryū, Sōryū-class aircraft carrier;
unic_soryu_0;▅ Sōryū, Sōryū-class aircraft carrier;
unic_soryu_1;▅ Sōryū, Sōryū-class aircraft carrier;
unic_soryu_2;Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_0;▅ Sōryū, Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_1;▅ Sōryū, Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_2;Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_story_0;▅ Sōryū, Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_story_1;▅ Sōryū, Sōryū-class aircraft carrier;
ships/ijn_cv_soryu_story_2;Sōryū-class aircraft carrier;
unic_shoho;▅ Shoho, Zuihō-class aircraft carrier;
unic_shoho_0;▅ Shoho, Zuihō-class aircraft carrier;
unic_shoho_1;▅ Shoho, Zuihō-class aircraft carrier;
unic_shoho_2;Zuihō-class aircraft carrier;
unic_zuiho;▅ Zuihō, Zuihō-class aircraft carrier;
unic_zuiho_0;▅ Zuihō, Zuihō-class aircraft carrier;
unic_zuiho_1;▅ Zuihō, Zuihō-class aircraft carrier;
unic_zuiho_2;Zuihō-class aircraft carrier;
jp_battleship_fuso_shop;▅ Fusō, Fusō-class battleship;
jp_battleship_fuso_0;▅ Fusō, Fusō-class battleship;
jp_battleship_fuso_1;▅ Fusō, Fusō-class battleship;
jp_battleship_fuso_2;Fusō-class battleship;
jp_battleship_yamashiro_shop;▅ Fusō, Fusō-class battleship;
jp_battleship_yamashiro_0;▅ Fusō, Fusō-class battleship;
jp_battleship_yamashiro_1;▅ Fusō, Fusō-class battleship;
jp_battleship_yamashiro_2;Fusō-class battleship;
jp_battleship_hyuga_shop;▅ Hyūga, Ise-class battleship;
jp_battleship_hyuga_0;▅ Hyūga, Ise-class battleship;
jp_battleship_hyuga_1;▅ Hyūga, Ise-class battleship;
jp_battleship_hyuga_2;Ise-class battleship;
jp_battleship_ise_shop;▅ Ise, Ise-class battleship;
jp_battleship_ise_0;▅ Ise, Ise-class battleship;
jp_battleship_ise_1;▅ Ise, Ise-class battleship;
jp_battleship_ise_2;Ise-class battleship;
jp_battleship_settsu_shop;▅ Settsu, Kawachi-class battleship;
jp_battleship_settsu_0;▅ Settsu, Kawachi-class battleship;
jp_battleship_settsu_1;▅ Settsu, Kawachi-class battleship;
jp_battleship_settsu_2;Kawachi-class battleship;
jp_battlecruiser_kongo_shop;▅ Kongō, Kongō-class battleship;
jp_battlecruiser_kongo_0;▅ Kongō, Kongō-class battleship;
jp_battlecruiser_kongo_1;▅ Kongō, Kongō-class battleship;
jp_battlecruiser_kongo_2;Kongō-class battleship;
jp_battleship_mutsu_shop;▅ Mutsu, Nagato-class battleship;
jp_battleship_mutsu_0;▅ Mutsu, Nagato-class battleship;
jp_battleship_mutsu_1;▅ Mutsu, Nagato-class battleship;
jp_battleship_mutsu_2;Nagato-class battleship;
jp_battleship_nagato_shop;▅ Nagato, Nagato-class battleship;
jp_battleship_nagato_0;▅ Nagato, Nagato-class battleship;
jp_battleship_nagato_1;▅ Nagato, Nagato-class battleship;
jp_battleship_nagato_2;Nagato-class battleship;
ships/ijn_bb_nagato_0;▅ Nagato, Nagato-class battleship;
ships/ijn_bb_nagato_1;▅ Nagato, Nagato-class battleship;
ships/ijn_bb_nagato_2;Nagato-class battleship;
ships/ijn_bb_nagato_story_0;▅ Nagato, Nagato-class battleship;
ships/ijn_bb_nagato_story_1;▅ Nagato, Nagato-class battleship;
ships/ijn_bb_nagato_story_2;Nagato-class battleship;
jp_battleship_musashi_shop;▅ Musashi, Yamato-class battleship;
jp_battleship_musashi_0;▅ Musashi, Yamato-class battleship;
jp_battleship_musashi_1;▅ Musashi, Yamato-class battleship;
jp_battleship_musashi_2;Yamato-class battleship;
jp_battleship_yamato_shop;▅ Yamato, Yamato-class battleship;
jp_battleship_yamato_0;▅ Yamato, Yamato-class battleship;
jp_battleship_yamato_1;▅ Yamato, Yamato-class battleship;
jp_battleship_yamato_2;Yamato-class battleship;
ships/ijn_bb_yamato_0;▅ Yamato, Yamato-class battleship;
ships/ijn_bb_yamato_1;▅ Yamato, Yamato-class battleship;
ships/ijn_bb_yamato_2;Yamato-class battleship;
ships/ijn_bb_yamato_story_0;▅ Yamato, Yamato-class battleship;
ships/ijn_bb_yamato_story_1;▅ Yamato, Yamato-class battleship;
ships/ijn_bb_yamato_story_2;Yamato-class battleship;
jp_cargo_ship_kashino_shop;▅ Kashino, Kashino-class cargo ship;
jp_cargo_ship_kashino_0;▅ Kashino, Kashino-class cargo ship;
jp_cargo_ship_kashino_1;▅ Kashino, Kashino-class cargo ship;
jp_cargo_ship_kashino_2;Kashino-class cargo ship;
jp_cargo_ship_kashino_EC_0;▅ Kashino, Kashino-class cargo ship;
jp_cargo_ship_kashino_EC_1;▅ Kashino, Kashino-class cargo ship;
jp_cargo_ship_kashino_EC_2;Kashino-class cargo ship;
jp_cruiser_agano_shop;▅ Agano, Agano-class second-class cruiser;
jp_cruiser_agano_0;▅ Agano, Agano-class second-class cruiser;
jp_cruiser_agano_1;▅ Agano, Agano-class second-class cruiser;
jp_cruiser_agano_2;Agano-class second-class cruiser;
jp_cruiser_agano_EC_0;▅ Agano, Agano-class second-class cruiser;
jp_cruiser_agano_EC_1;▅ Agano, Agano-class second-class cruiser;
jp_cruiser_agano_EC_2;Agano-class second-class cruiser;
jp_battlecruiser_amagi_shop;▅ Amagi, Amagi-class battlecruiser;
jp_battlecruiser_amagi_0;▅ Amagi, Amagi-class battlecruiser;
jp_battlecruiser_amagi_1;▅ Amagi, Amagi-class battlecruiser;
jp_battlecruiser_amagi_2;Amagi-class battlecruiser;
shop/group/jp_cruiser_furutaka_aoba_group;▅ Furutaka/Aoba;
jp_cruiser_aoba_shop;▅ Aoba, Aoba-class first-class cruiser;
jp_cruiser_aoba_0;▅ Aoba, Aoba-class first-class cruiser;
jp_cruiser_aoba_1;▅ Aoba, Aoba-class first-class cruiser;
jp_cruiser_aoba_2;Aoba-class first-class cruiser;
jp_cruiser_furutaka_shop;▅ Furutaka, Furutaka-class first-class cruiser;
jp_cruiser_furutaka_0;▅ Furutaka, Furutaka-class first-class cruiser;
jp_cruiser_furutaka_1;▅ Furutaka, Furutaka-class first-class cruiser;
jp_cruiser_furutaka_2;Furutaka-class first-class cruiser;
jp_cruiser_furutaka_EC_0;▅ Furutaka, Furutaka-class first-class cruiser;
jp_cruiser_furutaka_EC_1;▅ Furutaka, Furutaka-class first-class cruiser;
jp_cruiser_furutaka_EC_2;Furutaka-class first-class cruiser;
jp_cruiser_kako_shop;▅ Kako, Furutaka-class first-class cruiser;
jp_cruiser_kako_0;▅ Kako, Furutaka-class first-class cruiser;
jp_cruiser_kako_1;▅ Kako, Furutaka-class first-class cruiser;
jp_cruiser_kako_2;Furutaka-class first-class cruiser;
jp_cruiser_kako_EC_0;▅ Kako, Furutaka-class first-class cruiser;
jp_cruiser_kako_EC_1;▅ Kako, Furutaka-class first-class cruiser;
jp_cruiser_kako_EC_2;Furutaka-class first-class cruiser;
jp_armoredcruiser_kurama_shop;▅ Kurama, Ibuki-class armored cruiser;
jp_armoredcruiser_kurama_0;▅ Kurama, Ibuki-class armored cruiser;
jp_armoredcruiser_kurama_1;▅ Kurama, Ibuki-class armored cruiser;
jp_armoredcruiser_kurama_2;Ibuki-class armored cruiser;
jp_battlecruiser_haruna_shop;▅ Haruna, Kongō-class battlecruiser;
jp_battlecruiser_haruna_0;▅ Haruna, Kongō-class battlecruiser;
jp_battlecruiser_haruna_1;▅ Haruna, Kongō-class battlecruiser;
jp_battlecruiser_haruna_2;Kongō-class battlecruiser;
jp_battlecruiser_hiei_shop;▅ Hiei, Kongō-class battlecruiser;
jp_battlecruiser_hiei_0;▅ Hiei, Kongō-class battlecruiser;
jp_battlecruiser_hiei_1;▅ Hiei, Kongō-class battlecruiser;
jp_battlecruiser_hiei_2;Kongō-class battlecruiser;
jp_battlecruiser_kirishima_shop;▅ Kirishima, Kongō-class battlecruiser;
jp_battlecruiser_kirishima_0;▅ Kirishima, Kongō-class battlecruiser;
jp_battlecruiser_kirishima_1;▅ Kirishima, Kongō-class battlecruiser;
jp_battlecruiser_kirishima_2;Kongō-class battlecruiser;
jp_cruiser_kuma_shop;▅ Kuma, Kuma-class second-class cruiser;
jp_cruiser_kuma_0;▅ Kuma, Kuma-class second-class cruiser;
jp_cruiser_kuma_1;▅ Kuma, Kuma-class second-class cruiser;
jp_cruiser_kuma_2;Kuma-class second-class cruiser;
jp_cruiser_kuma_EC_0;▅ Kuma, Kuma-class second-class cruiser;
jp_cruiser_kuma_EC_1;▅ Kuma, Kuma-class second-class cruiser;
jp_cruiser_kuma_EC_2;Kuma-class second-class cruiser;
jp_cruiser_mogami_mikuma_shop;▅ Mikuma, Mogami-class second-class cruiser;
jp_cruiser_mogami_mikuma_0;▅ Mikuma, Mogami-class second-class cruiser;
jp_cruiser_mogami_mikuma_1;▅ Mikuma, Mogami-class second-class cruiser;
jp_cruiser_mogami_mikuma_2;Mogami-class second-class cruiser;
jp_cruiser_mogami_shop;▅ Mogami, Mogami-class second-class cruiser;
jp_cruiser_mogami_0;▅ Mogami, Mogami-class second-class cruiser;
jp_cruiser_mogami_1;▅ Mogami, Mogami-class second-class cruiser;
jp_cruiser_mogami_2;Mogami-class second-class cruiser;
jp_cruiser_mogami_suzuya_shop;▅ Suzuya, Mogami-class second-class cruiser;
jp_cruiser_mogami_suzuya_0;▅ Suzuya, Mogami-class second-class cruiser;
jp_cruiser_mogami_suzuya_1;▅ Suzuya, Mogami-class second-class cruiser;
jp_cruiser_mogami_suzuya_2;Mogami-class second-class cruiser;
jp_cruiser_haguro_shop;▅ Haguro, Myōkō-class heavy cruiser;
jp_cruiser_haguro_0;▅ Haguro, Myōkō-class heavy cruiser;
jp_cruiser_haguro_1;▅ Haguro, Myōkō-class heavy cruiser;
jp_cruiser_haguro_2;Myōkō-class heavy cruiser;
jp_cruiser_myoko_shop;▅ Myōkō, Myōkō-class heavy cruiser;
jp_cruiser_myoko_0;▅ Myōkō, Myōkō-class heavy cruiser;
jp_cruiser_myoko_1;▅ Myōkō, Myōkō-class heavy cruiser;
jp_cruiser_myoko_2;Myōkō-class heavy cruiser;
ships/ijn_ca_myoko_0;▅ Myōkō, Myōkō-class heavy cruiser;
ships/ijn_ca_myoko_1;▅ Myōkō, Myōkō-class heavy cruiser;
ships/ijn_ca_myoko_2;Myōkō-class heavy cruiser;
jp_cruiser_isuzu_shop;▅ Isuzu, Nagara-class second-class cruiser;
jp_cruiser_isuzu_0;▅ Isuzu, Nagara-class second-class cruiser;
jp_cruiser_isuzu_1;▅ Isuzu, Nagara-class second-class cruiser;
jp_cruiser_isuzu_2;Nagara-class second-class cruiser;
ships/ijn_ca_nagara_0;▅ Nagara, Nagara-class second-class cruiser;
ships/ijn_ca_nagara_1;▅ Nagara, Nagara-class second-class cruiser;
ships/ijn_ca_nagara_2;Nagara-class second-class cruiser;
ships/ijn_cvl_ryujo_0;▅ Ryūjō, Ryūjō-class light cruiser;
ships/ijn_cvl_ryujo_1;▅ Ryūjō, Ryūjō-class light cruiser;
ships/ijn_cvl_ryujo_2;Ryūjō-class light cruiser;
jp_cruiser_sendai_shop;▅ Sendai, Sendai-class second-class cruiser;
jp_cruiser_sendai_0;▅ Sendai, Sendai-class second-class cruiser;
jp_cruiser_sendai_1;▅ Sendai, Sendai-class second-class cruiser;
jp_cruiser_sendai_2;Sendai-class second-class cruiser;
jp_cruiser_tone_shop;▅ Tone, Tone-class first-class cruiser;
jp_cruiser_tone_0;▅ Tone, Tone-class first-class cruiser;
jp_cruiser_tone_1;▅ Tone, Tone-class first-class cruiser;
jp_cruiser_tone_2;Tone-class first-class cruiser;
jp_armoredcruiser_ikoma_shop;▅ Ikoma, Tsukuba-class battlecruiser;
jp_armoredcruiser_ikoma_0;▅ Ikoma, Tsukuba-class battlecruiser;
jp_armoredcruiser_ikoma_1;▅ Ikoma, Tsukuba-class battlecruiser;
jp_armoredcruiser_ikoma_2;Tsukuba-class battlecruiser;
jp_cruiser_yubari_shop;▅ Yūbari, Yūbari-class second-class cruiser;
jp_cruiser_yubari_0;▅ Yūbari, Yūbari-class second-class cruiser;
jp_cruiser_yubari_1;▅ Yūbari, Yūbari-class second-class cruiser;
jp_cruiser_yubari_2;Yūbari-class second-class cruiser;
jp_destroyer_akizuki_shop;▅ Akizuki, Akizuki-class first-class destroyer;
jp_destroyer_akizuki_0;▅ Akizuki, Akizuki-class first-class destroyer;
jp_destroyer_akizuki_1;▅ Akizuki, Akizuki-class first-class destroyer;
jp_destroyer_akizuki_2;Akizuki-class first-class destroyer;
jp_destroyer_akizuki_EC_0;▅ Akizuki, Akizuki-class first-class destroyer;
jp_destroyer_akizuki_EC_1;▅ Akizuki, Akizuki-class first-class destroyer;
jp_destroyer_akizuki_EC_2;Akizuki-class first-class destroyer;
jp_destroyer_hatsuzuki_shop;╊ Hatsuzuki, Akizuki-class first-class destroyer;
jp_destroyer_hatsuzuki_0;╊ Hatsuzuki, Akizuki-class first-class destroyer;
jp_destroyer_hatsuzuki_1;╊ Hatsuzuki, Akizuki-class first-class destroyer;
jp_destroyer_hatsuzuki_2;Akizuki-class first-class destroyer;
jp_destroyer_fubuki_shop;▅ Ayanami, Fubuki-class first-class destroyer;
jp_destroyer_fubuki_0;▅ Ayanami, Fubuki-class first-class destroyer;
jp_destroyer_fubuki_1;▅ Ayanami, Fubuki-class first-class destroyer;
jp_destroyer_fubuki_2;Fubuki-class first-class destroyer;
jp_destroyer_fubuki_EC_0;▅ Ayanami, Fubuki-class first-class destroyer;
jp_destroyer_fubuki_EC_1;▅ Ayanami, Fubuki-class first-class destroyer;
jp_destroyer_fubuki_EC_2;Fubuki-class first-class destroyer;
jp_destroyer_hatsuharu_shop;▅ Hatsuharu, Hatsuharu first-class destroyer;
jp_destroyer_hatsuharu_0;▅ Hatsuharu, Hatsuharu first-class destroyer;
jp_destroyer_hatsuharu_1;▅ Hatsuharu, Hatsuharu first-class destroyer;
jp_destroyer_hatsuharu_2;Hatsuharu first-class destroyer;
jp_destroyer_nenohi_shop;▅ Nenohi, Hatsuharu-class first-class destroyer;
jp_destroyer_nenohi_0;▅ Nenohi, Hatsuharu-class first-class destroyer;
jp_destroyer_nenohi_1;▅ Nenohi, Hatsuharu-class first-class destroyer;
jp_destroyer_nenohi_2;Hatsuharu-class first-class destroyer;
jp_destroyer_yukikaze_shop;▅ Yukikaze, Kagerō-class first-class destroyer;
jp_destroyer_yukikaze_0;▅ Yukikaze, Kagerō-class first-class destroyer;
jp_destroyer_yukikaze_1;▅ Yukikaze, Kagerō-class first-class destroyer;
jp_destroyer_yukikaze_2;Kagerō-class first-class destroyer;
jp_destroyer_matsu_shop;▅ Matsu, Matsu-class first-class destroyer;
jp_destroyer_matsu_0;▅ Matsu, Matsu-class first-class destroyer;
jp_destroyer_matsu_1;▅ Matsu, Matsu-class first-class destroyer;
jp_destroyer_matsu_2;Matsu-class first-class destroyer;
jp_destroyer_momi_shop;▅ Momi, Momi-class second-class destroyer;
jp_destroyer_momi_0;▅ Momi, Momi-class second-class destroyer;
jp_destroyer_momi_1;▅ Momi, Momi-class second-class destroyer;
jp_destroyer_momi_2;Momi-class second-class destroyer;
jp_destroyer_mutsuki_shop;▅ Mutsuki, Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_0;▅ Mutsuki, Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_1;▅ Mutsuki, Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_2;Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_EC_0;▅ Mutsuki, Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_EC_1;▅ Mutsuki, Mutsuki-class first-class destroyer;
jp_destroyer_mutsuki_EC_2;Mutsuki-class first-class destroyer;
jp_destroyer_satsuki_shop;▅ Satsuki, Mutsuki-class first-class destroyer;
jp_destroyer_satsuki_0;▅ Satsuki, Mutsuki-class first-class destroyer;
jp_destroyer_satsuki_1;▅ Satsuki, Mutsuki-class first-class destroyer;
jp_destroyer_satsuki_2;Mutsuki-class first-class destroyer;
jp_destroyer_shimakaze_shop;▅ Shimakaze, Shimakaze-class first-class destroyer;
jp_destroyer_shimakaze_0;▅ Shimakaze, Shimakaze-class first-class destroyer;
jp_destroyer_shimakaze_1;▅ Shimakaze, Shimakaze-class first-class destroyer;
jp_destroyer_shimakaze_2;Shimakaze-class first-class destroyer;
ships/ijn_dd_shiratsuyu_0;▅ Shiratsuyu, Shiratsuyu-class first-class destroyer;
ships/ijn_dd_shiratsuyu_1;▅ Shiratsuyu, Shiratsuyu-class first-class destroyer;
ships/ijn_dd_shiratsuyu_2;Shiratsuyu-class first-class destroyer;
ships/ijn_dd_shiratsuyu_light_0;▅ Shiratsuyu, Shiratsuyu-class first-class destroyer;
ships/ijn_dd_shiratsuyu_light_1;▅ Shiratsuyu, Shiratsuyu-class first-class destroyer;
ships/ijn_dd_shiratsuyu_light_2;Shiratsuyu-class first-class destroyer;
jp_destroyer_yuudachi_shop;▅ Yūdachi, Shiratsuyu-class first-class destroyer;
jp_destroyer_yuudachi_0;▅ Yūdachi, Shiratsuyu-class first-class destroyer;
jp_destroyer_yuudachi_1;▅ Yūdachi, Shiratsuyu-class first-class destroyer;
jp_destroyer_yuudachi_2;Shiratsuyu-class first-class destroyer;
jp_destroyer_hayanami_shop;▅ Hayanami, Yūgumo-class first-class destroyer;
jp_destroyer_hayanami_0;▅ Hayanami, Yūgumo-class first-class destroyer;
jp_destroyer_hayanami_1;▅ Hayanami, Yūgumo-class first-class destroyer;
jp_destroyer_hayanami_2;Yūgumo-class first-class destroyer;
jp_destroyer_kiyoshimo_shop;▅ Kiyoshimo, Yūgumo-class first-class destroyer;
jp_destroyer_kiyoshimo_0;▅ Kiyoshimo, Yūgumo-class first-class destroyer;
jp_destroyer_kiyoshimo_1;▅ Kiyoshimo, Yūgumo-class first-class destroyer;
jp_destroyer_kiyoshimo_2;Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_shop;▅ Yūgumo, Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_0;▅ Yūgumo, Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_1;▅ Yūgumo, Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_2;Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_EC_0;▅ Yūgumo, Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_EC_1;▅ Yūgumo, Yūgumo-class first-class destroyer;
jp_destroyer_yugumo_EC_2;Yūgumo-class first-class destroyer;
jp_escort_hiburi_class_shisaka_shop;▅ Shisaka, Hiburi-class escort ship;
jp_escort_hiburi_class_shisaka_0;▅ Shisaka, Hiburi-class escort ship;
jp_escort_hiburi_class_shisaka_1;▅ Shisaka, Hiburi-class escort ship;
jp_escort_hiburi_class_shisaka_2;Hiburi-class escort ship;
jp_escort_hiburi_class_syonan_shop;▅ Shōnan, Hiburi-class escort ship;
jp_escort_hiburi_class_syonan_0;▅ Shōnan, Hiburi-class escort ship;
jp_escort_hiburi_class_syonan_1;▅ Shōnan, Hiburi-class escort ship;
